timestamp,run_id,epoch,loss,lr,epoch_time_s
2026-03-06T04:51:24.332096,20260306_044556,38,0.01237460,0.00082657,9.68
2026-03-06T04:51:33.611558,20260306_044556,39,0.01217030,0.00082243,9.28
2026-03-06T04:51:42.379677,20260306_044556,40,0.01213003,0.00081832,8.77
2026-03-06T04:51:50.852341,20260306_044556,41,0.01208583,0.00081423,7.75
2026-03-06T04:51:58.554115,20260306_044556,42,0.01231106,0.00081016,7.70
2026-03-06T04:52:06.359979,20260306_044556,43,0.01217282,0.00080611,7.80
2026-03-06T04:52:15.219535,20260306_044556,44,0.01201626,0.00080208,8.86
2026-03-06T04:52:24.404320,20260306_044556,45,0.01211263,0.00079807,9.18
2026-03-06T04:52:32.862786,20260306_044556,46,0.01207658,0.00079408,8.46
2026-03-06T04:52:41.445871,20260306_044556,47,0.01193537,0.00079010,8.58
2026-03-06T04:52:50.331755,20260306_044556,48,0.01202197,0.00078615,8.88
2026-03-06T04:52:59.415790,20260306_044556,49,0.01204975,0.00078222,9.08
2026-03-06T04:53:08.012323,20260306_044556,50,0.01193366,0.00077831,8.60
2026-03-06T04:53:17.655351,20260306_044556,51,0.01196366,0.00077442,8.67
2026-03-06T04:53:25.700799,20260306_044556,52,0.01198483,0.00077055,8.04
2026-03-06T04:53:33.560590,20260306_044556,53,0.01177457,0.00076670,7.86
2026-03-06T04:53:41.391374,20260306_044556,54,0.01181279,0.00076286,7.82
2026-03-06T04:53:49.700425,20260306_044556,55,0.01192640,0.00075905,8.31
2026-03-06T04:53:57.706235,20260306_044556,56,0.01183118,0.00075525,8.00
2026-03-06T04:54:07.046409,20260306_044556,57,0.01177179,0.00075148,9.34
2026-03-06T04:54:16.796818,20260306_044556,58,0.01179214,0.00074772,9.75
2026-03-06T04:54:25.578922,20260306_044556,59,0.01194072,0.00074398,8.78
2026-03-06T04:54:33.200873,20260306_044556,60,0.01185112,0.00074026,7.62
2026-03-06T04:54:41.605484,20260306_044556,61,0.01162468,0.00073656,7.87
2026-03-06T04:54:49.639664,20260306_044556,62,0.01173588,0.00073288,8.03
2026-03-06T04:54:57.655796,20260306_044556,63,0.01193675,0.00072921,8.01
2026-03-06T04:55:05.321099,20260306_044556,64,0.01171981,0.00072557,7.66
2026-03-06T04:55:13.034072,20260306_044556,65,0.01160869,0.00072194,7.71
2026-03-06T04:55:20.888641,20260306_044556,66,0.01161734,0.00071833,7.85
2026-03-06T04:55:28.883130,20260306_044556,67,0.01166573,0.00071474,7.99
2026-03-06T04:55:36.970634,20260306_044556,68,0.01155184,0.00071116,8.09
2026-03-06T04:55:45.134128,20260306_044556,69,0.01159721,0.00070761,8.16
2026-03-06T04:55:52.772464,20260306_044556,70,0.01170422,0.00070407,7.64
2026-03-06T04:56:01.649526,20260306_044556,71,0.01152087,0.00070055,8.31
2026-03-06T04:56:10.781496,20260306_044556,72,0.01154597,0.00069705,9.12
2026-03-06T04:56:18.972834,20260306_044556,73,0.01156276,0.00069356,8.19
2026-03-06T04:56:27.518403,20260306_044556,74,0.01149933,0.00069009,8.54
2026-03-06T04:56:35.191262,20260306_044556,75,0.01165422,0.00068664,7.67
2026-03-06T04:56:48.449538,20260306_044556,76,0.01152249,0.00068321,13.26
2026-03-06T04:57:07.609763,20260306_044556,77,0.01144854,0.00067979,19.16
2026-03-06T04:57:24.445360,20260306_044556,78,0.01148117,0.00067639,16.83
2026-03-06T04:57:43.693118,20260306_044556,79,0.01148452,0.00067301,19.24
2026-03-06T04:58:02.902093,20260306_044556,80,0.01146907,0.00066965,19.21
2026-03-06T04:58:14.803568,20260306_044556,81,0.01145811,0.00066630,10.40
2026-03-06T04:58:23.011850,20260306_044556,82,0.01157336,0.00066297,8.21
2026-03-06T04:58:31.506029,20260306_044556,83,0.01144261,0.00065965,8.49
2026-03-06T04:58:39.358325,20260306_044556,84,0.01139527,0.00065635,7.85
2026-03-06T04:58:47.391193,20260306_044556,85,0.01133947,0.00065307,8.02
2026-03-06T04:58:55.261390,20260306_044556,86,0.01131863,0.00064981,7.87
2026-03-06T04:59:03.065164,20260306_044556,87,0.01135717,0.00064656,7.80
2026-03-06T04:59:10.833970,20260306_044556,88,0.01150924,0.00064333,7.77
2026-03-06T04:59:18.839070,20260306_044556,89,0.01131298,0.00064011,8.00
2026-03-06T04:59:26.827306,20260306_044556,90,0.01144025,0.00063691,7.99
2026-03-06T04:59:35.196619,20260306_044556,91,0.01135545,0.00063372,7.66
2026-03-06T04:59:42.967704,20260306_044556,92,0.01131581,0.00063056,7.77
2026-03-06T04:59:50.911895,20260306_044556,93,0.01134445,0.00062740,7.94
2026-03-06T04:59:58.805041,20260306_044556,94,0.01130033,0.00062427,7.89
2026-03-06T05:00:06.999815,20260306_044556,95,0.01133432,0.00062114,8.19
2026-03-06T05:00:15.093730,20260306_044556,96,0.01133080,0.00061804,8.09
2026-03-06T05:00:23.350243,20260306_044556,97,0.01124580,0.00061495,8.26
2026-03-06T05:00:31.663868,20260306_044556,98,0.01117415,0.00061187,8.30
2026-03-06T05:00:39.668910,20260306_044556,99,0.01116994,0.00060881,8.00
2026-03-06T05:00:47.997525,20260306_044556,100,0.01118173,0.00060577,8.33
2026-03-06T05:00:58.875317,20260306_044556,101,0.01114450,0.00060274,10.20
2026-03-06T05:01:13.970791,20260306_044556,102,0.01120765,0.00059973,15.09
2026-03-06T05:01:28.969221,20260306_044556,103,0.01132954,0.00059673,15.00
2026-03-06T05:01:44.600985,20260306_044556,104,0.01121316,0.00059375,15.63
2026-03-06T05:01:55.349705,20260306_044556,105,0.01134811,0.00059078,10.75
2026-03-06T05:02:03.573786,20260306_044556,106,0.01115084,0.00058782,8.22
2026-03-06T05:02:12.052735,20260306_044556,107,0.01106859,0.00058488,8.48
2026-03-06T05:02:23.830714,20260306_044556,108,0.01120163,0.00058196,11.78
2026-03-06T05:02:39.200027,20260306_044556,109,0.01119156,0.00057905,15.37
2026-03-06T05:02:54.205019,20260306_044556,110,0.01108119,0.00057615,15.00
2026-03-06T05:03:10.695875,20260306_044556,111,0.01103263,0.00057327,15.06
2026-03-06T05:03:19.492121,20260306_044556,112,0.01127724,0.00057041,8.79
2026-03-06T05:03:28.221878,20260306_044556,113,0.01113612,0.00056756,8.73
2026-03-06T05:03:36.146399,20260306_044556,114,0.01103931,0.00056472,7.92
2026-03-06T05:03:44.123171,20260306_044556,115,0.01115942,0.00056189,7.98
2026-03-06T05:03:52.220516,20260306_044556,116,0.01103592,0.00055908,8.10
2026-03-06T05:04:00.473128,20260306_044556,117,0.01105791,0.00055629,8.25
2026-03-06T05:04:08.560299,20260306_044556,118,0.01110370,0.00055351,8.09
2026-03-06T05:04:16.381429,20260306_044556,119,0.01108653,0.00055074,7.82
2026-03-06T05:04:24.246468,20260306_044556,120,0.01102516,0.00054799,7.86
2026-03-06T05:04:33.142094,20260306_044556,121,0.01102846,0.00054525,8.07
2026-03-06T05:04:41.022709,20260306_044556,122,0.01099410,0.00054252,7.88
2026-03-06T05:04:48.933600,20260306_044556,123,0.01099535,0.00053981,7.91
2026-03-06T05:04:56.877688,20260306_044556,124,0.01097319,0.00053711,7.94
2026-03-06T05:05:05.108775,20260306_044556,125,0.01112410,0.00053442,8.23
2026-03-06T05:05:13.222290,20260306_044556,126,0.01097811,0.00053175,8.11
2026-03-06T05:32:39.936157,20260306_053232,1,0.01113294,0.00054525,7.54
2026-03-06T05:32:47.607069,20260306_053232,2,0.01095521,0.00054252,7.65
2026-03-06T05:32:55.608788,20260306_053232,3,0.01098853,0.00053981,7.99
2026-03-06T05:33:03.542905,20260306_053232,4,0.01097852,0.00053711,7.93
2026-03-06T05:33:11.221137,20260306_053232,5,0.01100048,0.00053442,7.68
2026-03-06T05:33:18.949926,20260306_053232,6,0.01091306,0.00053175,7.73
2026-03-06T05:33:26.961445,20260306_053232,7,0.01097390,0.00052909,8.01
2026-03-06T05:33:34.726934,20260306_053232,8,0.01097649,0.00052645,7.76
2026-03-06T05:33:42.417328,20260306_053232,9,0.01096568,0.00052381,7.69
2026-03-06T05:33:50.221306,20260306_053232,10,0.01089287,0.00052120,7.80
2026-03-06T05:33:59.133709,20260306_053232,11,0.01100619,0.00051859,7.91
2026-03-06T05:34:07.253333,20260306_053232,12,0.01094465,0.00051600,8.12
2026-03-06T05:34:15.281061,20260306_053232,13,0.01092371,0.00051342,8.02
2026-03-06T05:34:23.226145,20260306_053232,14,0.01085375,0.00051085,7.95
2026-03-06T05:34:31.261252,20260306_053232,15,0.01103538,0.00050830,8.02
2026-03-06T05:34:39.546057,20260306_053232,16,0.01087632,0.00050575,8.28
2026-03-06T05:34:47.663570,20260306_053232,17,0.01088188,0.00050322,8.11
2026-03-06T05:34:56.065516,20260306_053232,18,0.01088721,0.00050071,8.40
2026-03-06T05:35:04.093821,20260306_053232,19,0.01087763,0.00049821,8.03
2026-03-06T05:35:12.038724,20260306_053232,20,0.01089538,0.00049571,7.94
2026-03-06T05:35:20.636360,20260306_053232,21,0.01084418,0.00049324,7.86
2026-03-06T05:35:28.733822,20260306_053232,22,0.01091164,0.00049077,8.09
2026-03-06T05:35:36.750526,20260306_053232,23,0.01083065,0.00048832,8.02
2026-03-06T05:35:44.761541,20260306_053232,24,0.01082592,0.00048587,8.01
2026-03-06T05:35:52.822757,20260306_053232,25,0.01088944,0.00048344,8.06
2026-03-06T05:36:00.945726,20260306_053232,26,0.01078909,0.00048103,8.12
2026-03-06T05:36:09.254751,20260306_053232,27,0.01078324,0.00047862,8.31
2026-03-06T05:36:17.395040,20260306_053232,28,0.01082318,0.00047623,8.14
2026-03-06T05:36:25.474294,20260306_053232,29,0.01082385,0.00047385,8.08
